erased_artist,prompt_artist,prompt,num,lpips_score
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,0,0.3406766355037689
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,1,0.42089608311653137
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,2,0.42218804359436035
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,3,0.3285832405090332
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,4,0.3307265043258667
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,0,0.6790633201599121
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,1,0.733603835105896
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,2,0.598522961139679
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,3,0.6316531300544739
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,4,0.5531933307647705
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,0,0.3445546627044678
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,1,0.618449866771698
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,2,0.28416261076927185
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,3,0.3787074089050293
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,4,0.37646815180778503
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,0,0.48194724321365356
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,1,0.485543429851532
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,2,0.5669678449630737
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,3,0.6979243755340576
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,4,0.45136284828186035
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,0,0.4028455913066864
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,1,0.6663024425506592
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,2,0.5478405356407166
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,3,0.3319956660270691
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,4,0.4036713242530823
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,0,0.4218527674674988
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,1,0.4958428740501404
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,2,0.4855968952178955
