erased_artist,prompt_artist,prompt,num,lpips_score
KellyMckernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,0,0.7745094299316406
KellyMckernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,1,0.7915393114089966
KellyMckernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,2,0.7595099210739136
KellyMckernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,3,0.766448438167572
KellyMckernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,4,0.7065960168838501
KellyMckernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,0,0.7008287906646729
KellyMckernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,1,0.7693195939064026
KellyMckernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,2,0.7314014434814453
KellyMckernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,3,0.7404820919036865
KellyMckernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,4,0.7538483142852783
KellyMckernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,0,0.9001951217651367
KellyMckernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,1,0.5837854146957397
KellyMckernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,2,0.6800675392150879
KellyMckernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,3,0.7175899147987366
KellyMckernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,4,0.7550349235534668
KellyMckernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,0,0.7055880427360535
KellyMckernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,1,0.7097657918930054
KellyMckernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,2,0.7174943685531616
KellyMckernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,3,0.7267082929611206
KellyMckernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,4,0.771947979927063
KellyMckernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,0,0.6947475075721741
KellyMckernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,1,0.7363449931144714
KellyMckernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,2,0.6946902871131897
KellyMckernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,3,0.7191622257232666
KellyMckernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,4,0.7157962918281555
KellyMckernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,0,0.6917880773544312
KellyMckernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,1,0.771064043045044
KellyMckernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,2,0.7023929357528687
KellyMckernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,3,0.7543584704399109
KellyMckernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,4,0.7649489641189575
KellyMckernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,0,0.738716721534729
KellyMckernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,1,0.7565181851387024
KellyMckernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,2,0.6619558334350586
KellyMckernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,3,0.7159955501556396
KellyMckernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,4,0.7270401120185852
KellyMckernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,0,0.7391326427459717
KellyMckernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,1,0.7395774126052856
KellyMckernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,2,0.6738983988761902
KellyMckernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,3,0.6485205888748169
KellyMckernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,4,0.7611535787582397
KellyMckernan,tyleredlin,Design a Tyler Edlin-inspired fantasy castle,0,0.7252300977706909
KellyMckernan,tyleredlin,Design a Tyler Edlin-inspired fantasy castle,1,0.732750654220581
KellyMckernan,tyleredlin,Design a Tyler Edlin-inspired fantasy castle,2,0.7396525144577026
