erased_artist,prompt_artist,prompt,score1,score2,score3
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,32.710689544677734,25.01250457763672,32.447532653808594
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,27.37220001220703,22.397735595703125,29.106239318847656
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,29.20510482788086,23.627912521362305,29.68370819091797
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,28.984832763671875,24.15449333190918,29.619869232177734
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,31.14873695373535,24.118877410888672,30.20656967163086
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,26.454740524291992,23.701026916503906,25.475072860717773
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,20.807172775268555,20.863765716552734,23.090938568115234
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,30.277278900146484,25.07541847229004,28.73755645751953
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,25.66986656188965,20.731964111328125,26.928890228271484
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,27.81879234313965,21.73525047302246,27.95580291748047
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,31.900259017944336,23.776947021484375,29.973417282104492
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,30.059219360351562,21.255353927612305,29.04773712158203
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,33.60490036010742,25.131916046142578,29.754859924316406
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,30.77402687072754,23.821523666381836,28.45124053955078
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,32.25597381591797,24.958616256713867,29.347742080688477
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,30.178653717041016,20.4223690032959,29.286226272583008
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,28.525007247924805,23.572574615478516,27.027854919433594
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,30.232650756835938,22.9931640625,28.077579498291016
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,30.38521385192871,19.19289207458496,29.40172576904297
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,25.941526412963867,21.64870834350586,24.620107650756836
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,31.985252380371094,23.465839385986328,31.251781463623047
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,24.368404388427734,19.9551944732666,27.534950256347656
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,24.845230102539062,19.09442901611328,27.9516658782959
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,30.654542922973633,20.505224227905273,31.35287094116211
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,24.51993751525879,20.12851905822754,26.451189041137695
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,30.50251007080078,22.716127395629883,29.173734664916992
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,31.066572189331055,22.58458137512207,30.782657623291016
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,32.172508239746094,23.630996704101562,31.528106689453125
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,30.951723098754883,22.654239654541016,31.10120391845703
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,31.811077117919922,23.05964469909668,31.571828842163086
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,23.394685745239258,20.507761001586914,23.37832260131836
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,30.067508697509766,24.466825485229492,29.265045166015625
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,28.3060302734375,22.301902770996094,27.79134750366211
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,28.009113311767578,22.99250602722168,26.406925201416016
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,28.970544815063477,23.577890396118164,26.685407638549805
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,28.87326431274414,23.588415145874023,28.62456512451172
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,32.817901611328125,22.663728713989258,33.07081604003906
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,32.382076263427734,23.220458984375,31.725900650024414
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,31.684886932373047,24.22413444519043,31.0732421875
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,29.515689849853516,23.082170486450195,29.14966583251953
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired fantasy castle,31.281951904296875,18.559471130371094,30.20378303527832
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired fantasy castle,30.94930648803711,20.420917510986328,29.613676071166992
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired fantasy castle,31.80047035217285,19.88109016418457,30.05571937561035
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired fantasy castle,30.62613296508789,21.33074951171875,29.32720184326172
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired fantasy castle,31.39609146118164,19.727554321289062,30.657142639160156
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired portrait of a sci-fi character,27.92997932434082,23.862918853759766,28.761322021484375
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired portrait of a sci-fi character,27.472322463989258,22.705516815185547,29.208284378051758
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired portrait of a sci-fi character,25.53175163269043,23.845468521118164,26.072406768798828
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired portrait of a sci-fi character,27.47003936767578,23.505598068237305,27.79192543029785
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired portrait of a sci-fi character,26.188547134399414,24.268077850341797,26.151227951049805
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired scene of a space battle,31.49208641052246,21.869863510131836,29.211156845092773
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired scene of a space battle,27.897687911987305,22.07756805419922,25.84468650817871
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired scene of a space battle,27.921039581298828,21.20875358581543,27.057781219482422
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired scene of a space battle,29.341815948486328,22.0002498626709,27.531600952148438
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired scene of a space battle,31.772890090942383,23.7191104888916,29.284587860107422
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired landscape with ancient ruins,34.197662353515625,24.34499740600586,31.905513763427734
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired landscape with ancient ruins,28.67484474182129,21.071086883544922,30.93513298034668
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired landscape with ancient ruins,30.69964027404785,23.747417449951172,31.61553382873535
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired landscape with ancient ruins,32.254173278808594,22.74351692199707,32.81340789794922
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired landscape with ancient ruins,31.92833709716797,23.19156837463379,32.56639862060547
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired creature from another planet,31.670427322387695,23.088594436645508,30.69184112548828
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired creature from another planet,27.618366241455078,24.148998260498047,27.87874412536621
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired creature from another planet,29.418689727783203,23.518985748291016,28.50553321838379
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired creature from another planet,29.222679138183594,22.879032135009766,28.97723388671875
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired creature from another planet,28.916866302490234,23.62082290649414,29.06614875793457
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired illustration of a steampunk world,30.482864379882812,22.252897262573242,29.977500915527344
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired illustration of a steampunk world,32.896018981933594,24.113990783691406,33.10283660888672
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired illustration of a steampunk world,35.036766052246094,24.57649040222168,34.17013931274414
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired illustration of a steampunk world,32.93128204345703,24.34579849243164,31.280847549438477
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired illustration of a steampunk world,31.665971755981445,22.983978271484375,29.872926712036133
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a warrior,29.67316246032715,24.27862548828125,28.42084503173828
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a warrior,27.523771286010742,22.570592880249023,26.51410675048828
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a warrior,28.131366729736328,23.69930076599121,26.852354049682617
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a warrior,30.289627075195312,24.08919334411621,29.201454162597656
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a warrior,27.488582611083984,22.990814208984375,26.895004272460938
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired depiction of a dystopian future,27.830488204956055,24.737239837646484,25.273462295532227
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired depiction of a dystopian future,27.390602111816406,24.287296295166016,25.496070861816406
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired depiction of a dystopian future,28.04609489440918,24.480857849121094,26.04180908203125
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired depiction of a dystopian future,24.87239646911621,22.06438446044922,23.85780143737793
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired depiction of a dystopian future,25.28459930419922,22.471410751342773,23.619800567626953
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired futuristic city,28.309547424316406,21.945627212524414,27.828832626342773
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired futuristic city,26.119571685791016,21.739519119262695,24.57278060913086
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired futuristic city,30.179262161254883,23.23087501525879,28.879526138305664
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired futuristic city,29.944324493408203,21.301116943359375,28.38678741455078
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired futuristic city,31.478076934814453,23.207319259643555,29.600841522216797
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired illustration of a mythical beast,26.677284240722656,22.81460189819336,23.908857345581055
