erased_artist,prompt_artist,prompt,num,lpips_score
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,0,0.7826830744743347
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,0,0.6663906574249268
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,0,0.8249933123588562
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,0,0.686321496963501
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,0,0.6933563351631165
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,0,0.7984050512313843
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,0,0.6909897327423096
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,0,0.6941614747047424
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired fantasy castle,0,0.7635809183120728
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired portrait of a sci-fi character,0,0.6923191547393799
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired scene of a space battle,0,0.805309534072876
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired landscape with ancient ruins,0,0.7735570669174194
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired creature from another planet,0,0.7681698203086853
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired illustration of a steampunk world,0,0.6681129336357117
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a warrior,0,0.6362255811691284
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired depiction of a dystopian future,0,0.682853102684021
KellyMcKernan,tyleredlin,Design a Tyler Edlin-inspired futuristic city,0,0.7269226908683777
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired illustration of a mythical beast,0,0.6846728324890137
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired landscape of an alien planet,0,0.6915313005447388
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired illustration of a post-apocalyptic world,0,0.7672433257102966
KellyMcKernan,thomaskinkade,A Thomas Kinkade-inspired painting of a peaceful countryside,0,0.7107660174369812
KellyMcKernan,thomaskinkade,Create a Thomas Kinkade-inspired winter wonderland,0,0.7362329959869385
