erased_artist,prompt_artist,prompt,score1,score2,score3
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,32.819175720214844,25.765588760375977,32.60309600830078
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,25.95827865600586,19.742895126342773,27.273347854614258
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,30.64122772216797,23.79750633239746,31.125158309936523
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,27.423423767089844,23.007678985595703,27.39006233215332
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,30.670612335205078,23.65111541748047,29.79421043395996
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,26.99068832397461,24.024749755859375,25.810718536376953
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,19.902523040771484,18.823856353759766,22.346004486083984
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,27.004680633544922,20.562252044677734,27.359134674072266
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,24.51129913330078,22.198694229125977,24.109378814697266
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,29.720895767211914,20.40326690673828,30.546512603759766
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,31.89150047302246,25.144868850708008,29.575590133666992
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,31.73685646057129,23.293228149414062,29.100059509277344
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,33.43352508544922,25.801223754882812,29.99005699157715
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,29.474288940429688,22.639802932739258,28.221012115478516
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,32.150779724121094,24.420745849609375,29.20163917541504
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,28.102096557617188,20.340198516845703,26.66704559326172
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,29.586315155029297,21.367555618286133,28.533761978149414
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,32.74427795410156,19.562942504882812,32.0500602722168
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,31.248760223388672,19.138999938964844,30.066680908203125
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,30.903963088989258,20.650426864624023,30.277294158935547
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,31.784597396850586,22.69285011291504,31.524402618408203
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,25.807889938354492,20.543745040893555,28.45550537109375
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,27.015155792236328,20.95503044128418,28.22200584411621
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,30.869752883911133,20.56558609008789,31.20032501220703
KellyMcKernan,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,22.50470542907715,19.180065155029297,25.543964385986328
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,31.31147575378418,23.452545166015625,30.802175521850586
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,31.84651756286621,23.280683517456055,31.50873565673828
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,31.79950714111328,22.779348373413086,32.0477409362793
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,31.047279357910156,21.87398910522461,31.345617294311523
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired digital painting of a dragon,31.8642520904541,23.356731414794922,31.537431716918945
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,24.819639205932617,20.113636016845703,25.65639877319336
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,30.332015991210938,23.671974182128906,30.8654842376709
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,28.462785720825195,20.21863555908203,29.594898223876953
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,26.536958694458008,23.577749252319336,24.525089263916016
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired illustration of a mythical creature,25.74660873413086,21.11077880859375,25.393985748291016
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,29.324710845947266,23.35721778869629,29.90563201904297
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,30.087085723876953,21.331071853637695,31.5954647064209
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,31.433094024658203,22.828001022338867,31.298616409301758
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,30.7742919921875,23.37932014465332,30.326820373535156
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired sci-fi landscape with floating islands,31.622207641601562,24.74385643005371,30.90958023071289
