erased_artist,prompt_artist,prompt,score1,score2,score3
None,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,31.513755798339844,23.711708068847656,30.77935218811035
None,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,29.311704635620117,22.299087524414062,30.063072204589844
None,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,31.883350372314453,25.08492088317871,30.590211868286133
None,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,29.74395179748535,23.88364601135254,29.425678253173828
None,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,31.317508697509766,23.1948299407959,29.966556549072266
None,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,27.088563919067383,23.68995475769043,26.193952560424805
None,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,23.098888397216797,20.706233978271484,23.21619987487793
None,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,30.436866760253906,24.315109252929688,29.594867706298828
None,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,24.352466583251953,20.654251098632812,26.398441314697266
None,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,29.729917526245117,21.99896240234375,29.36691665649414
None,tyleredlin,A Tyler Edlin-inspired cityscape at night,30.845272064208984,23.808053970336914,28.973918914794922
None,tyleredlin,A Tyler Edlin-inspired cityscape at night,31.94284439086914,25.43044662475586,28.544336318969727
None,tyleredlin,A Tyler Edlin-inspired cityscape at night,33.41352462768555,24.46660614013672,29.552751541137695
None,tyleredlin,A Tyler Edlin-inspired cityscape at night,30.212697982788086,23.2047176361084,27.989063262939453
None,tyleredlin,A Tyler Edlin-inspired cityscape at night,33.1168098449707,24.98495864868164,29.902950286865234
None,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,26.589923858642578,22.044403076171875,24.66884994506836
None,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,29.165613174438477,23.31353187561035,27.498838424682617
None,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,27.65020179748535,22.263286590576172,26.27922821044922
None,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,27.397377014160156,20.841514587402344,25.81697654724121
None,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,28.481510162353516,22.790258407592773,26.607864379882812
None,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,30.649625778198242,22.50657844543457,29.827695846557617
None,tyleredlin,An underwater world with Tyler Edlin-inspired creatures,30.93366241455078,23.644798278808594,30.96208953857422
