erased_artist,prompt_artist,prompt,score1,score2,score3
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,31.823802947998047,24.419944763183594,31.138425827026367
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,27.52118682861328,21.939048767089844,28.68174934387207
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,30.395788192749023,23.610445022583008,30.58982276916504
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,28.13509178161621,23.420604705810547,27.778833389282227
KellyMcKernan,tyleredlin,Tyler Edlin-inspired artwork of a mystical forest,30.517414093017578,23.291528701782227,30.12273597717285
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,30.26948356628418,24.959379196166992,29.62874984741211
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,22.947925567626953,19.837081909179688,24.565593719482422
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,27.35396957397461,23.48915672302246,26.564428329467773
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,27.11373519897461,21.63956069946289,27.430295944213867
KellyMcKernan,tyleredlin,Create a Tyler Edlin-inspired portrait of a fantasy character,25.12059211730957,21.09505844116211,25.315082550048828
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,31.811922073364258,25.830453872680664,29.20778465270996
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,31.5009708404541,22.291248321533203,30.4293270111084
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,32.40061569213867,24.19916343688965,27.96137237548828
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,29.73746109008789,22.76563262939453,28.09402847290039
KellyMcKernan,tyleredlin,A Tyler Edlin-inspired cityscape at night,32.0139045715332,24.030977249145508,29.244291305541992
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,28.353214263916016,19.947940826416016,27.366453170776367
KellyMcKernan,tyleredlin,Design a futuristic vehicle with a Tyler Edlin touch,29.118896484375,22.251880645751953,28.379858016967773
